Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,Sample 2 Area,Sample 4 Area,Sample Profile (Ratio),A HCD Area,B HCD Area,Group Profile (Ratio),Avg. Mass,Description
774,21260,P04764|ENOA_RAT,3.38,6,2,2,,1.63E6,2.27E5,1.76:0.24,1.63E6,2.27E5,1.76:0.24,47128,Alpha-enolase OS=Rattus norvegicus GN=Eno1 PE=1 SV=4
216,20894,tr|F1M3P6|F1M3P6_RAT,3.33,21,11,11,Carbamidomethylation,2.84E7,6.95E6,1.61:0.39,2.84E7,6.95E6,1.61:0.39,70289,Protein Scai OS=Rattus norvegicus GN=Scai PE=1 SV=2
36,37,Q811U3|RB6I2_RAT,3.33,31,29,20,Carbamidomethylation,5.68E7,1.8E7,1.52:0.48,5.68E7,1.8E7,1.52:0.48,108818,ELKS/Rab6-interacting/CAST family member 1 OS=Rattus norvegicus GN=Erc1 PE=1 SV=1
18,48,Q63374|NRX2A_RAT,3.30,24,37,31,Carbamidomethylation,1.2E8,4.45E7,1.46:0.54,1.2E8,4.45E7,1.46:0.54,185168,Neurexin-2 OS=Rattus norvegicus GN=Nrxn2 PE=1 SV=3
92,20873,tr|D4A435|D4A435_RAT,3.26,27,19,18,Carbamidomethylation,1.39E8,4.63E7,1.50:0.50,1.39E8,4.63E7,1.50:0.50,96905,Protein Icam5 OS=Rattus norvegicus GN=Icam5 PE=4 SV=1
666,645,P62832|RL23_RAT,3.25,50,6,6,Carbamidomethylation,7.91E7,2.85E7,1.47:0.53,7.91E7,2.85E7,1.47:0.53,14865,60S ribosomal protein L23 OS=Rattus norvegicus GN=Rpl23 PE=2 SV=1
30,731,tr|A0A0G2JUI5|A0A0G2JUI5_RAT,3.24,16,23,18,Carbamidomethylation,1.77E7,1.1E8,0.28:1.72,1.77E7,1.1E8,0.28:1.72,170930,Protein Clasp1 OS=Rattus norvegicus GN=Clasp1 PE=1 SV=1
403,20994,D4A6D8|LRRT1_RAT,3.23,4,2,2,,1.2E7,2.36E6,1.67:0.33,1.2E7,2.36E6,1.67:0.33,58732,Leucine-rich repeat transmembrane neuronal protein 1 OS=Rattus norvegicus GN=Lrrtm1 PE=3 SV=1
40,130,tr|M0RB22|M0RB22_RAT,3.20,19,26,15,Carbamidomethylation,1.84E7,5.32E6,1.55:0.45,1.84E7,5.32E6,1.55:0.45,217189,Protein Ptprd OS=Rattus norvegicus GN=Ptprd PE=1 SV=2
309,122,P11275|KCC2A_RAT,3.16,17,7,2,Carbamidomethylation,1.25E7,3.74E6,1.54:0.46,1.25E7,3.74E6,1.54:0.46,54115,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Rattus norvegicus GN=Camk2a PE=1 SV=1
395,11609,Q6P730|DAB2P_RAT,3.14,8,8,5,Carbamidomethylation,9.04E6,2.25E6,1.60:0.40,9.04E6,2.25E6,1.60:0.40,110005,Disabled homolog 2-interacting protein OS=Rattus norvegicus GN=Dab2ip PE=1 SV=1
664,266,P17046|LAMP2_RAT,3.13,13,5,5,,1.62E8,5.24E7,1.51:0.49,1.62E8,5.24E7,1.51:0.49,45164,Lysosome-associated membrane glycoprotein 2 OS=Rattus norvegicus GN=Lamp2 PE=1 SV=2
97,374,Q07310|NRX3A_RAT,3.11,14,20,15,Carbamidomethylation,3.59E7,1.18E7,1.50:0.50,3.59E7,1.18E7,1.50:0.50,173993,Neurexin-3 OS=Rattus norvegicus GN=Nrxn3 PE=1 SV=1
586,20938,P62828|RAN_RAT,3.10,30,6,6,Carbamidomethylation,3.34E7,1.13E7,1.50:0.50,3.34E7,1.13E7,1.50:0.50,24423,GTP-binding nuclear protein Ran OS=Rattus norvegicus GN=Ran PE=1 SV=3
682,287,P19139|CSK21_RAT,3.10,10,3,3,,5.62E6,1.76E6,1.52:0.48,5.62E6,1.76E6,1.52:0.48,45073,Casein kinase II subunit alpha OS=Rattus norvegicus GN=Csnk2a1 PE=1 SV=2
324,12879,tr|D3ZM33|D3ZM33_RAT,3.09,48,10,10,,8.87E7,2.72E7,1.53:0.47,8.87E7,2.72E7,1.53:0.47,17799,Protein LOC100362298 OS=Rattus norvegicus GN=LOC100362298 PE=3 SV=3
822,21130,P09951|SYN1_RAT,3.08,15,5,5,,1.21E7,3.04E6,1.60:0.40,1.21E7,3.04E6,1.60:0.40,73988,Synapsin-1 OS=Rattus norvegicus GN=Syn1 PE=1 SV=3
271,83,Q4FZU2|K2C6A_RAT,3.06,20,10,3,Carbamidomethylation,2.01E7,6.99E6,1.48:0.52,2.01E7,6.99E6,1.48:0.52,59249,Keratin  type II cytoskeletal 6A OS=Rattus norvegicus GN=Krt6a PE=1 SV=1
439,13308,tr|M0R868|M0R868_RAT,3.05,13,6,6,Carbamidomethylation,1.88E7,5.88E6,1.52:0.48,1.88E7,5.88E6,1.52:0.48,57842,Sulfotransferase OS=Rattus norvegicus GN=Chst2 PE=3 SV=1
468,20989,Q8CFD0|SFXN5_RAT,3.05,19,7,6,,2.09E7,6.97E6,1.50:0.50,2.09E7,6.97E6,1.50:0.50,37304,Sideroflexin-5 OS=Rattus norvegicus GN=Sfxn5 PE=2 SV=1
5,3,tr|D3ZES7|D3ZES7_RAT,3.04,48,87,64,Carbamidomethylation,2.73E8,9.07E7,1.50:0.50,2.73E8,9.07E7,1.50:0.50,212610,Protein Plxna4 OS=Rattus norvegicus GN=Plxna4 PE=4 SV=1
763,3651,P17078|RL35_RAT,3.04,26,4,4,,3.44E7,1.19E7,1.48:0.52,3.44E7,1.19E7,1.48:0.52,14553,60S ribosomal protein L35 OS=Rattus norvegicus GN=Rpl35 PE=1 SV=3
367,1152,Q6P0K8|PLAK_RAT,3.03,15,9,6,Carbamidomethylation,6.13E6,1.84E6,1.54:0.46,6.13E6,1.84E6,1.54:0.46,81801,Junction plakoglobin OS=Rattus norvegicus GN=Jup PE=1 SV=1
626,20984,Q9JKA9|HCN2_RAT,3.00,5,5,2,,3.01E6,5.05E5,1.71:0.29,3.01E6,5.05E5,1.71:0.29,94920,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 OS=Rattus norvegicus GN=Hcn2 PE=1 SV=3
173,136,P08413|KCC2B_RAT,2.97,33,15,7,Carbamidomethylation,5.22E7,1.91E7,1.46:0.54,5.22E7,1.91E7,1.46:0.54,60402,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Rattus norvegicus GN=Camk2b PE=1 SV=1
95,1361,tr|A0A0G2K6F2|A0A0G2K6F2_RAT,2.95,10,23,22,Carbamidomethylation,2.63E7,9.33E6,1.48:0.52,2.63E7,9.33E6,1.48:0.52,373423,Protein Csmd2 OS=Rattus norvegicus GN=Csmd2 PE=4 SV=1
536,4866,tr|F7EL93|F7EL93_RAT,2.95,11,8,8,Carbamidomethylation,1.26E7,4.47E6,1.48:0.52,1.26E7,4.47E6,1.48:0.52,133360,Protein Igdcc4 OS=Rattus norvegicus GN=Igdcc4 PE=4 SV=2
160,202,tr|Q6AYI1|Q6AYI1_RAT,2.95,36,18,13,Carbamidomethylation,3.85E7,1.19E7,1.53:0.47,3.85E7,1.19E7,1.53:0.47,69239,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 OS=Rattus norvegicus GN=Ddx5 PE=1 SV=1
907,21169,tr|D3ZHL1|D3ZHL1_RAT,2.94,4,2,2,,3.39E6,5.96E5,1.70:0.30,3.39E6,5.96E5,1.70:0.30,58398,Kinase suppressor of ras 1 (Predicted) OS=Rattus norvegicus GN=Ksr1 PE=1 SV=2
352,20931,tr|B1H282|B1H282_RAT,2.93,17,9,9,,2.3E7,7.69E6,1.50:0.50,2.3E7,7.69E6,1.50:0.50,71115,Glycosyltransferase 25 domain containing 1 OS=Rattus norvegicus GN=Colgalt1 PE=1 SV=1
392,20899,Q5FVM4|NONO_RAT,2.93,18,6,6,Carbamidomethylation,2.72E7,9E6,1.50:0.50,2.72E7,9E6,1.50:0.50,54925,Non-POU domain-containing octamer-binding protein OS=Rattus norvegicus GN=Nono PE=1 SV=3
391,1063,tr|D3ZH14|D3ZH14_RAT,2.91,16,8,7,Carbamidomethylation,8.24E6,2.17E6,1.58:0.42,8.24E6,2.17E6,1.58:0.42,71680,Protein Tmcc1 OS=Rattus norvegicus GN=Tmcc1 PE=1 SV=1
601,21116,P24268|CATD_RAT,2.91,8,3,3,,7.46E6,2.44E6,1.51:0.49,7.46E6,2.44E6,1.51:0.49,44681,Cathepsin D OS=Rattus norvegicus GN=Ctsd PE=1 SV=1
12,16,Q63617|HYOU1_RAT,2.91,55,59,56,Carbamidomethylation,6.3E8,2.69E8,1.40:0.60,6.3E8,2.69E8,1.40:0.60,111289,Hypoxia up-regulated protein 1 OS=Rattus norvegicus GN=Hyou1 PE=1 SV=1
227,20876,Q62889|NLGN3_RAT,2.90,25,12,11,Carbamidomethylation,8E7,2.91E7,1.47:0.53,8E7,2.91E7,1.47:0.53,93888,Neuroligin-3 OS=Rattus norvegicus GN=Nlgn3 PE=1 SV=1
265,169,tr|Q5U302|Q5U302_RAT,2.90,11,8,3,Carbamidomethylation,3.45E7,1.21E7,1.48:0.52,3.45E7,1.21E7,1.48:0.52,100236,Catenin (Cadherin associated protein)  alpha 1 OS=Rattus norvegicus GN=Ctnna1 PE=1 SV=1
707,21106,Q62956|ERBB4_RAT,2.89,2,3,2,Carbamidomethylation,1.47E6,2.48E5,1.71:0.29,1.47E6,2.48E5,1.71:0.29,146958,Receptor tyrosine-protein kinase erbB-4 OS=Rattus norvegicus GN=Erbb4 PE=1 SV=3
511,2209,Q8K1M8|BRNP2_RAT,2.88,13,7,7,Carbamidomethylation,1.11E7,3.08E6,1.57:0.43,1.11E7,3.08E6,1.57:0.43,89139,BMP/retinoic acid-inducible neural-specific protein 2 OS=Rattus norvegicus GN=Brinp2 PE=2 SV=1
453,3830,Q9Z1Y3|CADH2_RAT,2.87,15,7,7,,2.95E7,1.09E7,1.46:0.54,2.95E7,1.09E7,1.46:0.54,99686,Cadherin-2 OS=Rattus norvegicus GN=Cdh2 PE=1 SV=1
194,79,tr|D4A517|D4A517_RAT,2.85,22,15,15,Carbamidomethylation,9.11E7,3.55E7,1.44:0.56,9.11E7,3.55E7,1.44:0.56,94307,Protein Slc39a10 OS=Rattus norvegicus GN=Slc39a10 PE=1 SV=1
44,11,P69897|TBB5_RAT,2.85,77,31,4,Carbamidomethylation,4.09E8,1.72E8,1.41:0.59,4.09E8,1.72E8,1.41:0.59,49671,Tubulin beta-5 chain OS=Rattus norvegicus GN=Tubb5 PE=1 SV=1
258,11028,tr|Q99PS2|Q99PS2_RAT,2.84,27,12,4,Carbamidomethylation,3.27E7,1.18E7,1.47:0.53,3.27E7,1.18E7,1.47:0.53,56924,Casein kinase1 epsilon-2 OS=Rattus norvegicus GN=Csnk1e PE=1 SV=1
436,21024,tr|Q14U74|Q14U74_RAT,2.81,12,7,7,Carbamidomethylation,1.13E7,3.9E6,1.49:0.51,1.13E7,3.9E6,1.49:0.51,92729,Protein O-mannosyltransferase 2 OS=Rattus norvegicus GN=Pomt2 PE=1 SV=1
369,4891,tr|D4A831|D4A831_RAT,2.81,5,7,7,Carbamidomethylation,1.63E7,5.87E6,1.47:0.53,1.63E7,5.87E6,1.47:0.53,171235,Brain-specific angiogenesis inhibitor 3 (Predicted) OS=Rattus norvegicus GN=Adgrb3 PE=1 SV=1
836,21101,Q4V898|RBMX_RAT,2.81,7,2,2,,3.73E6,1E6,1.58:0.42,3.73E6,1E6,1.58:0.42,42258,RNA-binding motif protein  X chromosome OS=Rattus norvegicus GN=Rbmx PE=1 SV=1
591,190,P62804|H4_RAT,2.79,57,6,6,,9.27E7,3.69E7,1.43:0.57,9.27E7,3.69E7,1.43:0.57,11367,Histone H4 OS=Rattus norvegicus GN=Hist1h4b PE=1 SV=2
705,20942,P69060|NEUA_RAT,2.78,12,4,4,,1.02E7,3.55E6,1.48:0.52,1.02E7,3.55E6,1.48:0.52,48129,N-acylneuraminate cytidylyltransferase OS=Rattus norvegicus GN=Cmas PE=2 SV=1
1062,41652,tr|F1M656|F1M656_RAT,2.76,4,1,1,Carbamidomethylation,1.3E8,2.93E7,1.63:0.37,1.3E8,2.93E7,1.63:0.37,50315,Tubby-like protein OS=Rattus norvegicus GN=Tulp3 PE=1 SV=3
114,39,tr|A0A0G2JZ52|A0A0G2JZ52_RAT,2.75,31,22,22,Carbamidomethylation,1.97E8,8.35E7,1.41:0.59,1.97E8,8.35E7,1.41:0.59,87932,Protein Hnrnpu OS=Rattus norvegicus GN=Hnrnpu PE=1 SV=1
139,2107,tr|A0A0G2K7P9|A0A0G2K7P9_RAT,2.75,27,18,18,Carbamidomethylation,5.83E7,2.34E7,1.43:0.57,5.83E7,2.34E7,1.43:0.57,93062,Protein Ncam2 OS=Rattus norvegicus GN=Ncam2 PE=1 SV=1
149,840,P0C5W1|MAP1S_RAT,2.74,18,14,14,Carbamidomethylation,6.61E7,2.53E7,1.45:0.55,6.61E7,2.53E7,1.45:0.55,102806,Microtubule-associated protein 1S OS=Rattus norvegicus GN=Map1s PE=1 SV=1
901,13642,P63036|DNJA1_RAT,2.74,7,2,2,,7.97E6,2.83E6,1.48:0.52,7.97E6,2.83E6,1.48:0.52,44868,DnaJ homolog subfamily A member 1 OS=Rattus norvegicus GN=Dnaja1 PE=1 SV=1
1001,2151,tr|F1M853|F1M853_RAT,2.73,3,3,3,,3.5E6,7.47E5,1.65:0.35,3.5E6,7.47E5,1.65:0.35,157503,Protein Rrbp1 OS=Rattus norvegicus GN=Rrbp1 PE=1 SV=3
273,157,P11730|KCC2G_RAT,2.73,24,10,4,,6.62E6,2.38E6,1.47:0.53,6.62E6,2.38E6,1.47:0.53,59038,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Rattus norvegicus GN=Camk2g PE=1 SV=1
363,4899,O88279|SLIT1_RAT,2.68,7,7,7,Carbamidomethylation,1.84E7,6.94E6,1.45:0.55,1.84E7,6.94E6,1.45:0.55,167498,Slit homolog 1 protein OS=Rattus norvegicus GN=Slit1 PE=1 SV=1
23,56,Q63372|NRX1A_RAT,2.68,27,34,28,Carbamidomethylation,7.6E7,2.4E7,1.52:0.48,7.6E7,2.4E7,1.52:0.48,167922,Neurexin-1 OS=Rattus norvegicus GN=Nrxn1 PE=1 SV=3
584,12105,Q62747|SYT7_RAT,2.67,20,6,6,,1.92E7,6.97E6,1.47:0.53,1.92E7,6.97E6,1.47:0.53,45482,Synaptotagmin-7 OS=Rattus norvegicus GN=Syt7 PE=1 SV=1
419,4670,tr|F1M949|F1M949_RAT,2.67,3,4,4,,3.99E6,1.44E6,1.47:0.53,3.99E6,1.44E6,1.47:0.53,187919,Protein Ckap5 OS=Rattus norvegicus GN=Ckap5 PE=1 SV=3
440,20996,tr|A0A0G2JVU1|A0A0G2JVU1_RAT,2.66,8,5,5,Carbamidomethylation,5.42E6,1.96E6,1.47:0.53,5.42E6,1.96E6,1.47:0.53,84415,Integrin beta OS=Rattus norvegicus GN=Itgb8 PE=3 SV=1
123,11774,tr|D4A0A1|D4A0A1_RAT,2.66,21,16,16,Carbamidomethylation,3E7,1.12E7,1.46:0.54,3E7,1.12E7,1.46:0.54,103026,Protein Soga3 OS=Rattus norvegicus GN=Soga3 PE=1 SV=1
417,1755,Q07652|CAC1E_RAT,2.64,4,6,5,Carbamidomethylation,1.11E7,4.17E6,1.45:0.55,1.11E7,4.17E6,1.45:0.55,252114,Voltage-dependent R-type calcium channel subunit alpha-1E OS=Rattus norvegicus GN=Cacna1e PE=1 SV=1
91,471,Q8CGU4|AGAP2_RAT,2.60,21,19,17,Carbamidomethylation,4.28E7,1.73E7,1.42:0.58,4.28E7,1.73E7,1.42:0.58,124437,Arf-GAP with GTPase  ANK repeat and PH domain-containing protein 2 OS=Rattus norvegicus GN=Agap2 PE=1 SV=1
195,188,tr|A0A0G2K782|A0A0G2K782_RAT,2.60,46,16,16,Carbamidomethylation,1.78E8,8.02E7,1.38:0.62,1.78E8,8.02E7,1.38:0.62,35219,Protein Zc2hc1a OS=Rattus norvegicus GN=Zc2hc1a PE=1 SV=1
1037,21498,tr|Q3L472|Q3L472_RAT,2.59,2,2,2,Carbamidomethylation,1.47E7,3.01E6,1.66:0.34,1.47E7,3.01E6,1.66:0.34,100531,Protein Sulf2 OS=Rattus norvegicus GN=Sulf2 PE=1 SV=1
201,1328,tr|D3ZMJ7|D3ZMJ7_RAT,2.59,8,12,7,Carbamidomethylation,2.2E7,6.75E6,1.53:0.47,2.2E7,6.75E6,1.53:0.47,218340,Protein Wnk2 OS=Rattus norvegicus GN=Wnk2 PE=1 SV=2
65,45,P07153|RPN1_RAT,2.58,55,28,28,Carbamidomethylation,1.87E8,8.2E7,1.39:0.61,1.87E8,8.2E7,1.39:0.61,68304,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Rattus norvegicus GN=Rpn1 PE=2 SV=1
489,20898,Q498R3|DJC10_RAT,2.57,8,5,5,Carbamidomethylation,9.84E6,2.99E6,1.53:0.47,9.84E6,2.99E6,1.53:0.47,90747,DnaJ homolog subfamily C member 10 OS=Rattus norvegicus GN=Dnajc10 PE=2 SV=2
566,21007,tr|D3ZLE2|D3ZLE2_RAT,2.57,15,5,4,Carbamidomethylation,5.92E6,2.2E6,1.46:0.54,5.92E6,2.2E6,1.46:0.54,53579,Protein Tmcc3 OS=Rattus norvegicus GN=Tmcc3 PE=1 SV=1
111,3412,Q9JIR4|RIMS1_RAT,2.56,13,15,15,Carbamidomethylation,2.83E7,1.11E7,1.44:0.56,2.83E7,1.11E7,1.44:0.56,179654,Regulating synaptic membrane exocytosis protein 1 OS=Rattus norvegicus GN=Rims1 PE=1 SV=1
341,3427,tr|Q4V8H7|Q4V8H7_RAT,2.56,12,10,10,Carbamidomethylation,1.4E7,5.49E6,1.44:0.56,1.4E7,5.49E6,1.44:0.56,104600,E3 ubiquitin-protein ligase OS=Rattus norvegicus GN=Wwp1 PE=1 SV=1
366,349,tr|D4A6T9|D4A6T9_RAT,2.54,18,10,8,Carbamidomethylation,1.96E7,7.72E6,1.43:0.57,1.96E7,7.72E6,1.43:0.57,82599,Protein Mark4 OS=Rattus norvegicus GN=Mark4 PE=1 SV=1
169,20880,tr|M0R6E0|M0R6E0_RAT,2.54,12,10,8,,4.03E7,1.51E7,1.45:0.55,4.03E7,1.51E7,1.45:0.55,90851,Phospholipid-transporting ATPase OS=Rattus norvegicus GN=Atp9a PE=1 SV=2
1361,24301,tr|Q6V9Y2|Q6V9Y2_RAT,2.53,4,1,1,,4.34E7,1.02E7,1.62:0.38,4.34E7,1.02E7,1.62:0.38,41420,Protein Tssk1b OS=Rattus norvegicus GN=Tssk1b PE=2 SV=1
400,135,tr|D3ZB81|D3ZB81_RAT,2.53,12,6,1,,2.61E7,1.04E7,1.43:0.57,2.61E7,1.04E7,1.43:0.57,35227,Protein Slc25a31 OS=Rattus norvegicus GN=Slc25a31 PE=3 SV=3
604,20987,Q7TQ16|QCR8_RAT,2.53,48,6,6,,6.3E7,2.51E7,1.43:0.57,6.3E7,2.51E7,1.43:0.57,9849,Cytochrome b-c1 complex subunit 8 OS=Rattus norvegicus GN=Uqcrq PE=3 SV=1
8,2,tr|D4A7M0|D4A7M0_RAT,2.52,52,70,67,Carbamidomethylation,2.85E8,1.21E8,1.40:0.60,2.85E8,1.21E8,1.40:0.60,176515,Protein Plxnc1 OS=Rattus norvegicus GN=Plxnc1 PE=1 SV=3
377,189,P19490|GRIA1_RAT,2.52,9,7,5,Carbamidomethylation,5.73E6,2.07E6,1.47:0.53,5.73E6,2.07E6,1.47:0.53,101579,Glutamate receptor 1 OS=Rattus norvegicus GN=Gria1 PE=1 SV=2
1125,3292,P07756|CPSM_RAT,2.51,1,2,2,,6.11E6,1.4E6,1.63:0.37,6.11E6,1.4E6,1.63:0.37,164579,Carbamoyl-phosphate synthase [ammonia]  mitochondrial OS=Rattus norvegicus GN=Cps1 PE=1 SV=1
691,1789,Q02294|CAC1B_RAT,2.50,3,6,5,Carbamidomethylation,1.14E7,4.51E6,1.43:0.57,1.14E7,4.51E6,1.43:0.57,262253,Voltage-dependent N-type calcium channel subunit alpha-1B OS=Rattus norvegicus GN=Cacna1b PE=1 SV=1
90,935,Q00960|NMDE2_RAT,2.46,18,22,21,Carbamidomethylation,4.1E7,1.74E7,1.40:0.60,4.1E7,1.74E7,1.40:0.60,166070,Glutamate receptor ionotropic  NMDA 2B OS=Rattus norvegicus GN=Grin2b PE=1 SV=1
474,1709,tr|D4A885|D4A885_RAT,2.45,0,2,1,,3.91E7,8.78E7,0.62:1.38,3.91E7,8.78E7,0.62:1.38,492251,Protein Abca13 OS=Rattus norvegicus GN=Abca13 PE=4 SV=3
156,220,Q8VHF0|MARK3_RAT,2.43,24,16,7,Carbamidomethylation,1.53E7,6.09E6,1.43:0.57,1.53E7,6.09E6,1.43:0.57,88751,MAP/microtubule affinity-regulating kinase 3 OS=Rattus norvegicus GN=Mark3 PE=1 SV=1
4,81,O88778|BSN_RAT,2.42,33,90,85,Carbamidomethylation,1.15E8,5.58E7,1.35:0.65,1.15E8,5.58E7,1.35:0.65,418429,Protein bassoon OS=Rattus norvegicus GN=Bsn PE=1 SV=3
354,4260,O88496|VKGC_RAT,2.41,8,5,4,,2.43E7,1.01E7,1.41:0.59,2.43E7,1.01E7,1.41:0.59,87479,Vitamin K-dependent gamma-carboxylase OS=Rattus norvegicus GN=Ggcx PE=1 SV=1
259,173,Q9EPH8|PABP1_RAT,2.39,16,9,8,Carbamidomethylation,2.53E7,1E7,1.43:0.57,2.53E7,1E7,1.43:0.57,70701,Polyadenylate-binding protein 1 OS=Rattus norvegicus GN=Pabpc1 PE=1 SV=1
1352,1647,tr|A0A0G2K7C9|A0A0G2K7C9_RAT,2.38,2,1,1,,0,1.52E7,0:2.00,0,1.52E7,0:2.00,77531,Protein LOC100302465 OS=Rattus norvegicus GN=LOC100302465 PE=4 SV=1
978,3346,tr|D3ZNX2|D3ZNX2_RAT,2.38,0,1,1,,1.71E7,0,2.00:0,1.71E7,0,2.00:0,237610,Uncharacterized protein OS=Rattus norvegicus GN=Knl1 PE=4 SV=2
355,11022,P29314|RS9_RAT,2.38,38,11,2,,6.97E6,2.56E6,1.46:0.54,6.97E6,2.56E6,1.46:0.54,22591,40S ribosomal protein S9 OS=Rattus norvegicus GN=Rps9 PE=1 SV=4
1461,43210,Q00972|BCKD_RAT,2.38,1,1,1,,0,5.5E7,0:2.00,0,5.5E7,0:2.00,46474,[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase  mitochondrial OS=Rattus norvegicus GN=Bckdk PE=1 SV=2
895,21495,tr|D3ZX03|D3ZX03_RAT,2.38,1,1,1,,7.24E6,0,2.00:0,7.24E6,0,2.00:0,94764,Protein Faap100 OS=Rattus norvegicus GN=Faap100 PE=4 SV=1
1325,5416,O88420|SCN8A_RAT,2.37,1,1,1,Carbamidomethylation,5.8E6,0,2.00:0,5.8E6,0,2.00:0,225157,Sodium channel protein type 8 subunit alpha OS=Rattus norvegicus GN=Scn8a PE=1 SV=1
1249,3479,tr|G3V8T7|G3V8T7_RAT,2.37,1,1,1,,0,5.48E6,0:2.00,0,5.48E6,0:2.00,62012,Protein Tdrkh OS=Rattus norvegicus GN=Tdrkh PE=1 SV=1
914,41618,P02770|ALBU_RAT,2.37,1,1,1,Carbamidomethylation,0,4.21E6,0:2.00,0,4.21E6,0:2.00,68731,Serum albumin OS=Rattus norvegicus GN=Alb PE=1 SV=2
541,4837,tr|M0R8U1|M0R8U1_RAT,2.37,0,2,1,,4.46E6,0,2.00:0,4.46E6,0,2.00:0,395934,Protein Dnah5 OS=Rattus norvegicus GN=Dnah5 PE=4 SV=1
694,3473,tr|F1M455|F1M455_RAT,2.37,0,1,1,,2.71E6,0,2.00:0,2.71E6,0,2.00:0,393172,Protein Spen OS=Rattus norvegicus GN=Spen PE=1 SV=3
867,21945,P33568|RB_RAT,2.37,1,1,1,,3.34E6,0,2.00:0,3.34E6,0,2.00:0,105025,Retinoblastoma-associated protein OS=Rattus norvegicus GN=Rb1 PE=1 SV=3
1300,23438,tr|D3ZIM3|D3ZIM3_RAT,2.37,1,1,1,,2.51E6,0,2.00:0,2.51E6,0,2.00:0,63222,Protein Il22ra1 OS=Rattus norvegicus GN=Il22ra1 PE=4 SV=1
1339,22892,tr|A0A0G2JZD8|A0A0G2JZD8_RAT,2.37,2,2,1,,2.75E6,0,2.00:0,2.75E6,0,2.00:0,89924,Protein LOC102551340 OS=Rattus norvegicus GN=LOC102551340 PE=4 SV=1
1232,22010,P97838|DLGP3_RAT,2.37,2,1,1,,2.6E6,0,2.00:0,2.6E6,0,2.00:0,105990,Disks large-associated protein 3 OS=Rattus norvegicus GN=Dlgap3 PE=1 SV=2
1379,1843,Q5XIH7|PHB2_RAT,2.37,4,1,1,,2.51E6,0,2.00:0,2.51E6,0,2.00:0,33312,Prohibitin-2 OS=Rattus norvegicus GN=Phb2 PE=1 SV=1
706,21104,tr|D4A9G6|D4A9G6_RAT,2.37,1,2,1,,2E6,0,2.00:0,2E6,0,2.00:0,140456,Protein Arhgap33 OS=Rattus norvegicus GN=Arhgap33 PE=1 SV=3
972,4973,tr|A0A096MJX4|A0A096MJX4_RAT,2.37,0,2,1,,0,2.5E6,0:2.00,0,2.5E6,0:2.00,778307,Protein Fsip2 OS=Rattus norvegicus GN=Fsip2 PE=1 SV=1
1278,22269,tr|Q5BJU0|Q5BJU0_RAT,2.37,5,1,1,,2.25E6,0,2.00:0,2.25E6,0,2.00:0,23400,Protein Rras2 OS=Rattus norvegicus GN=Rras2 PE=1 SV=1
1091,21496,tr|A0A0G2JUZ0|A0A0G2JUZ0_RAT,2.36,1,1,1,,2.46E6,0,2.00:0,2.46E6,0,2.00:0,75543,Protein Mtmr1 OS=Rattus norvegicus GN=Mtmr1 PE=1 SV=1
1028,12282,tr|D3ZFG7|D3ZFG7_RAT,2.36,1,1,1,,3.25E6,0,2.00:0,3.25E6,0,2.00:0,283914,Protein Zfp462 OS=Rattus norvegicus GN=Zfp462 PE=4 SV=2
1422,24117,tr|B2RZ38|B2RZ38_RAT,2.36,2,1,1,,1.97E6,0,2.00:0,1.97E6,0,2.00:0,45131,Protein Rragd OS=Rattus norvegicus GN=Rragd PE=1 SV=1
808,2731,tr|A0A0G2JW60|A0A0G2JW60_RAT,2.36,0,2,1,,0,1.79E6,0:2.00,0,1.79E6,0:2.00,392078,Protein Utrn OS=Rattus norvegicus GN=Utrn PE=1 SV=1
336,161,Q6IG03|K2C73_RAT,2.36,10,5,1,,2.27E6,0,2.00:0,2.27E6,0,2.00:0,60387,Keratin  type II cytoskeletal 73 OS=Rattus norvegicus GN=Krt73 PE=1 SV=1
818,3046,tr|F1MAA7|F1MAA7_RAT,2.36,1,1,1,Carbamidomethylation,2.14E6,0,2.00:0,2.14E6,0,2.00:0,177386,Protein Lamc1 OS=Rattus norvegicus GN=Lamc1 PE=1 SV=1
704,4948,P29995|ITPR2_RAT,2.36,1,1,1,Carbamidomethylation,2.05E6,0,2.00:0,2.05E6,0,2.00:0,307057,Inositol 1 4 5-trisphosphate receptor type 2 OS=Rattus norvegicus GN=Itpr2 PE=1 SV=1
1251,11199,G3V9R8|HNRPC_RAT,2.36,4,1,1,,1.94E6,0,2.00:0,1.94E6,0,2.00:0,32857,Heterogeneous nuclear ribonucleoprotein C OS=Rattus norvegicus GN=Hnrnpc PE=1 SV=2
945,21321,Q62826|HNRPM_RAT,2.36,1,1,1,,1.59E6,0,2.00:0,1.59E6,0,2.00:0,73782,Heterogeneous nuclear ribonucleoprotein M OS=Rattus norvegicus GN=Hnrnpm PE=1 SV=4
